id,title,description,image_link,video_link,duration,category,language,status_flag,new_comment,schedule,created_at,updated_at,deleted_at,keyword_old,keyword,extra_keyword_count,youtube_id,description_1,admin_id
264,पीली तितली,<p><br></p>,storie_image/2zGgzwtJ1wdQq15moGfnoj7Jg7rGoQlLb8zlTdRw.jpg,780658069,09:15,"[""42"",""44""]",7,1,0,2022-12-13 20:00:00,2022-12-13 09:30:54,2023-01-24 11:38:31,,,"[""Butterfly"", ""garden"", ""flowers"", ""yellow"", ""playing"", ""spider"", ""lotus"", ""pond"", ""friend"", ""kindness"", ""insect"", ""water तितली"", ""बगीचा"", ""बाग"", ""फूल"", ""पीली"", ""खेल"", ""मकड़ी"", ""दोस्त"", ""सुंदर"", ""कमल"", ""मदद"", ""तालाब"", ""HN-04"", ""HN04"", ""04"", ""4""]",0,8qEegA0O0sU,"बगीचे में खेलते हुए रोहन की मिला एक सुंदर दोस्त। पर दोस्ती में साथ रहने से ज्यादा ज़रूरी है साथ देना। यही तो  
है रोहन को समझना।",
265,കുട്ടായിയും പൂവൻകോഴിയും,<p><br></p>,storie_image/Gy4rjOG6AnpAATYXqmuQdYF3jmw9RJjKOLU9Q1vK.jpg,780689975,07:56,"[""35""]",5,1,0,2022-12-13 20:00:00,2022-12-13 11:25:58,2023-07-22 04:35:50,,,"[""ML-85"", ""85"", ""ML85"", ""madhavan"", ""kuttayi"", ""poovankozhi"", ""rooster"", ""bird"", ""pakshi"", ""karshakan"", ""farmer"", ""kaadu"", ""forest"", ""milk"", ""paal"", ""cycle   Category:Animal story"", ""moral story""]",0,OgJmWJ097h8,"കുട്ടായി എന്ന കുട്ടിയുടെയും അവൻ്റെ വീട്ടിലെ പൂവൻകോഴിയുടെയും കഥ. 
പൂവൻകോഴിയുടെ കൂകൽ മൂലം ഉറക്കം നഷ്ടപ്പെട്ട കുട്ടായി അതിനെ കാട്ടിൽ കൊണ്ടുപോയി 
കളയുകയാണ്. പിന്നീട് അവൻ തെറ്റ് മനസ്സിലാക്കി കോഴിയെ തിരികെ കൊണ്ടുവരുന്നു.",
266,The Wolf And The Seven Little Goats,"<p><br></p><div style=""margin: 0px 28.7969px 0px 14.3906px; padding: 0px; width: 436.797px; float: right; color: rgb(0, 0, 0); font-family: &quot;Open Sans&quot;, Arial, sans-serif; font-size: 14px; letter-spacing: normal;""></div>",storie_image/lVzwGGb6QxjimPagGO5ImX4KQenAIL7eay8iTz84.jpg,780717056,10:07,"[""38""]",1,1,0,2022-12-14 20:00:00,2022-12-13 12:52:44,2023-06-22 04:39:16,,,"[""wolf"", ""goat"", ""seven"", ""mother"", ""milk"", ""snack"", ""code language"", ""song"", ""door"", ""animal"", ""house"", ""hungry"", ""jungle"", ""EN-18"", ""EN18"", ""18""]",0,wbGGTkn4gXM,"A mother goat left her seven little goats at home as she went to the store. A wolf who lived near by tried to sneak into the house, but one of the clever little goat saved them all.",
267,मिंकी मकड़ी का जाल,<p><br></p>,storie_image/o6zASg5vP0cd6F4vWAsoVZo7V0Jmg9dSBz0xRgSm.jpg,781376288,11:57,"[""44""]",7,1,0,2022-12-15 20:00:00,2022-12-15 07:09:10,2023-06-19 06:53:56,,,"[""Spider"", ""web"", ""hard work"", ""lazy"", ""insects"", ""chameleon"", ""song"", ""magic"", ""smart  मकड़ी"", ""जाल"", ""मेहनत"", ""आलसी"", ""कीड़े"", ""खाना"", ""मंत्र"", ""जादू"", ""बुद्धिमान"", ""चतुर"", ""HN05"", ""HN-05"", ""05"", ""5""]",0,9ME5FA3xeT0,मिंकी मकड़ी को मेहनत से बड़ी दिक्कत है। कारण? उसका आलस! फिर एक दिन ऐसा क्या हुआ कि आलसी मिंकी ने पकड़ी मेहनत की राह? कैसे हुआ ये चमत्कार?,
268,കാട് കണ്ട കുഞ്ഞുണ്ണി,<p><br></p>,storie_image/qVIanymIa2GgeOLMfoWgyuzy2JoQ018pX38dLkNE.jpg,781440762,09:50,"[""36""]",5,1,0,2022-12-15 20:00:00,2022-12-15 11:36:07,2023-08-30 14:46:27,,,"[""86"", ""ML-86"", ""ML 86"", ""kunjunni"", ""kunjikkily"", ""kaadu"", ""forest"", ""animals"", ""perumbambu"", ""snake"", ""muthala"", ""crocodile"", ""aana"", ""elephant"", ""friends"", ""koottukaar""]",0,qdGLWgJT8DM,"കുഞ്ഞുണ്ണി എന്ന കുട്ടി കാട് കാണാൻ പോകുന്ന കഥ. കൂട്ടുകാരില്ലാത്ത കുഞ്ഞുണ്ണിയെ
കുഞ്ഞിക്കിളിയാണ്  കാട്ടിലേക്ക് കൊണ്ടുപോകുന്നത്. കുഞ്ഞിക്കിളിയുടെ കൂട്ടുകാരെയൊക്കെ കാണുന്ന 
കുഞ്ഞുണ്ണി സന്തോഷിക്കുന്നു.",
269,The Wise Banyan Tree,<p><br></p>,storie_image/yu1LWWjCpFWVt4JGN5LoqyrS0jqUnXUpT0mT0OrG.jpg,782059677,08:37,"[""38""]",1,1,0,2022-12-17 20:00:00,2022-12-17 11:38:55,2023-05-20 23:10:05,,,"[""Banyan tree"", ""tree"", ""coconut tree"", ""gulmohar tree"", ""mango"", ""neem"", ""best"", ""special"", ""fruits"", ""medicine"", ""flowers"", ""shade"", ""wise""]",0,5YEw8ehhb-U,"The story is about an argument among trees claiming themselves to be the best, when a wise 
banyan tree made them realise that everyone is special in their own special way.",
270,सूप्पी का इनाम,<p><br></p>,storie_image/M5awzpUJqxcIGM0hHKO8JS8woOyMTzDsaqYNlg9g.jpg,782059804,08:43,"[""55""]",7,1,0,2022-12-17 20:00:00,2022-12-17 11:42:52,2023-01-24 11:36:05,,,"[""Puppy"", ""bone"", ""search"", ""prize"", ""gift"", ""grass"", ""cow"", ""cat"", ""crow"", ""tree"", ""find"", ""share"", ""happy  कुत्ता"", ""हड्डी"", ""खोज"", ""ईनाम"", ""घास"", ""गाय"", ""बिल्ली"", ""कौवा"", ""पेड़"", ""ढूंढा"", ""खुश"", ""HN-06"", ""HN06"", ""06"", ""6""]",0,040HK45bYjc,नन्हे सूपी को उसके मालिक ने दिया एक बढ़िया ईनाम। सूपी ने उसे संभाल कर छुपा दिया। लेकिन फिर ढूंढने पर क्यों नहीं मिला वो? कहां गया सूपी का ईनाम?,
271,Rudolph The Red Nosed Reindeeer,<p><br></p>,storie_image/TJhRaU3YfIj6pAqOpYyGE4cSEMMHqH82ioWuAf29.jpg,783284160,09:17,"[""38""]",1,1,0,2022-12-21 20:00:00,2022-12-21 13:32:59,2023-04-24 11:21:10,,,"[""Rudolph"", ""reindeer"", ""bright"", ""shiny"", ""gleaming"", ""red nose"", ""christmas gift"", ""children"", ""santa"", ""sleigh"", ""proud"", ""EN-20"", ""EN20"", ""20""]",0,buEv6oahUM8,"Rudolph, a young  reindeer buck is teased and excluded by his peers because of his unusual luminous red nose. One particularly stormy christmas eve, Rudolph manages to prove himself after Santa Claus catches sight of his nose and asks him to lead his sleigh for the evening. Rudolph agrees,saving Christmas and is finally treated the way he deserves.",
272,सांता का क्रिस्मस,<p><br></p>,storie_image/Z6QmOJT46UZ5NqAw0TY9HiP5hS68dW78c9ACpOLs.jpg,783286320,08:28,"[""44""]",7,1,0,2022-12-21 20:00:00,2022-12-21 13:38:45,2023-05-20 23:10:18,,,"[""Santa Claus"", ""December"", ""snow"", ""star"", ""fever"", ""cold"", ""unwell"", ""sad"", ""surprise"", ""gift"", ""rainbow"", ""children"", ""happy"", ""best सांता"", ""दिसंबर"", ""स्टार"", ""बर्फ़"", ""ठंड"", ""दुखी"", ""हैरान"", ""परेशान"", ""बीमार"", ""तोहफ़ा"", ""इंद्रधनुष"", ""बच्चे"", ""खुश"", ""सबसे अच्छा""]",0,6cSm8cCx3UA,सब को क्रिसमस के तोहफ़े देने वाले सांता को खुद मिला क्रिसमस का सबसे अच्छा तोहफ़ा।,
273,ഇത്തിരിക്കുഞ്ഞൻമാരുടെ സമ്മാനം,<p><br></p>,storie_image/eGxEo6U1qGbIMHG48IyZZ5Yyz2ynV2eqki0exRv2.jpg,783291172,08:31,"[""34""]",5,1,0,2022-12-21 20:00:00,2022-12-21 13:58:31,2023-07-27 05:04:54,,,"[""cherippukuthi"", ""cobbler"", ""shoe"", ""cherippu"", ""small people"", ""ithirikunjanmar"", ""dress"", ""poverty"", ""christmas"", ""gift"", ""shoe making"", ""rich"", ""christmas story ML 87"", ""ML-87"", ""87""]",0,odrMp0MkHUM,ഒരു ചെരിപ്പുകുത്തിയുടെ കഥ. ഇത്തിരിക്കുഞ്ഞൻമാരായ രണ്ടു മനുഷ്യർ രാത്രിയിൽ വന്ന് ചെരിപ്പുകുത്തിക്ക് മനോഹരമായ ചെരിപ്പുകൾ ഉണ്ടാക്കി നൽകുന്നു. അങ്ങനെ അദ്ദേഹം പണക്കാരൻ ആകുന്നു.,
274,It Was The Night Before Christmas,<p><br></p>,storie_image/Jq8206S4rDP2POu4rtJUdFGazQp66qi7ejovEoWA.jpg,783640871,08:02,"[""39""]",1,1,0,2022-12-22 20:00:00,2022-12-22 13:56:35,2023-04-10 17:51:39,,,"[""Christmas"", ""Santa"", ""Gifts"", ""Children"", ""Hope"", ""Cookies""]",0,GVOWql_DcY0,"Little Timmy is eagerly waiting for Santa on Christmas night. 
He is expecting a bag full of gifts from santa. Will santa claus fulfill his wishes?
Adapted from: It was the night before Christmas by Clement C Moore",
275,ടില്ലിയുടെ ക്രിസ്മസ്,<p><br></p>,storie_image/1mX4WAiHNgBhZQm9IieCEtJ1ZgHGBZ89iftYsrbA.jpg,783643273,08:48,"[""34"",""35""]",5,1,0,2022-12-22 20:00:00,2022-12-22 14:05:24,2023-04-24 11:20:53,,,"[""friends"", ""koottukaar"", ""tilly"", ""milly"", ""villy"", ""sparrow"", ""kunjikkili"", ""christmas"", ""help"", ""christmas gift"", ""oor girl"", ""american novelist"", ""tilly's christmas""]",0,js_48YqJjiY,ഒരു ക്രിസ്മസ് കാലത്ത് ടില്ലി എന്ന നല്ലവളായ പെൺകുട്ടി ഒരു കുഞ്ഞിക്കിളിയെ സഹായിക്കുന്ന കഥ. അതോടു കൂടി ടില്ലിയുടെ ക്രിസ്മസ് രസകരമാകുന്നു.,
276,நாட்டுப்புறக் கதைகள் மற்றும் கட்டுக்கதைகள்,<p><br></p>,storie_image/yzEKcPj5lqJgzCLUHivth4nESp1UPr3Hq4n5gIvK.jpg,783908122,08:35,"[""67""]",6,1,0,2022-12-23 20:00:00,2022-12-23 12:03:24,2023-05-27 04:56:52,,,"[""மர ஓநாய்"", ""காடு"", ""கிராமம்"", ""குழந்தைகள்"", ""விளையாட்டு மைதானம்"", ""கிறிஸ்துமஸ்"", ""கரோல்"", ""ஒத்த குதிரை"", ""சாண்டா கிளாஸ்"", ""சிரிப்பு"", ""நடனம்"", ""இனிப்பு"", ""கேக்"", ""நட்சத்திரம்"", ""குழந்தை இயேசு கிறிஸ்து"", ""பிஸ்கட்"", ""ஜிங்கில் பெல்"", ""டான்ஸ்"", ""மகிழ்ச்சி Woody wolf"", ""forest"", ""village"", ""children"", ""play ground"", ""Christmas"", ""Carol"", ""Santa Claus"", ""Laughing"", ""dance"", ""sweet"", ""cake"", ""star"", ""Jesus"", ""jingle bells"", ""TL-01"", ""TL01"", ""01"", ""1""]",0,e1EMCMvnjac,"குழந்தைகளின் மகிழ்ச்சியான கிருஸ்துமஸ் கொண்டாட்டம் ""மர"" ஓநாயின் மனதை எவ்வாறு மாற்றியது என்பதை இந்தக் கதை நமக்குச் சொல்கிறது.",
277,"रूडोल्फ, लाल नाक वाला  रेंडियर",<p><br></p>,storie_image/41dF50HNCHosuty6A2ICJV4TdSVoFrywlGLkGQyF.jpg,783909872,09:04,"[""44""]",7,1,0,2022-12-23 20:00:00,2022-12-23 13:20:04,2023-04-21 08:49:47,,,"[""Reindeer"", ""Rudolph"", ""tease"", ""Christmas"", ""Santa Claus"", ""sleigh"", ""gifts"", ""snow"", ""dark"", ""cold"", ""help"", ""stuck"", ""red"", ""shiny"", ""glowing"", ""nose"", ""सांता"", ""रेंडियर"", ""रूडोल्फ"", ""नाक"", ""लाल"", ""चमकीली"", ""रौशनी"", ""बर्फ़"", ""ठंड"", ""अंधेरा"", ""गाड़ी"", ""तोहफ़े"", ""मज़ाक"", ""HN-08"", ""HN08"", ""08"", ""8""]",0,3ibjRBw4a9M,"चमकीली, लाल नाक वाले रूडोल्फ रेंडियर की कहानी, जो था बाकियों से बिल्कुल अलग, मगर आखिरकार बन गया उन सब का हीरो!",
278,The Cute Snowman,<p><br></p>,storie_image/nlYx3NTBC1IfQeqT2c6ELE7hgA5TFi99LryXDMeZ.jpg,783912516,10:20,"[""38""]",1,1,0,2022-12-23 20:00:00,2022-12-23 13:26:18,2023-05-20 23:10:32,,,"[""Snowman"", ""cute"", ""iceballs"", ""scarf"", ""Stella"", ""Bella"", ""grandma"", ""carrots"", ""grapes"", ""christmas"", ""EN-22"", ""EN22"", ""22""]",0,D_NTrHwqrv0,"This is the story about two cute little sisters, Stella and Bella who were so excited in making a cute snowman for the first time in their life.",
279,പാനോവ് അപ്പൂപ്പൻ്റെ ക്രിസ്മസ്,<p><br></p>,storie_image/3tlkwdgLf5joi0dVnvqsOjysLBXyhVAprZHOym3O.jpg,783910739,07:11,"[""34"",""36""]",5,1,0,2022-12-23 20:00:00,2022-12-23 13:33:47,2023-02-05 16:05:14,,,"[""Leo Tolstoy"", ""panov"", ""christmas"", ""russia"", ""cobbler"", ""cherippukuthi"", ""shoe maker"", ""dream"", ""christmas gift"", ""infant jesus"", ""ML89"", ""ML-89"", ""89""]",0,AA_psVQGXYo,ചെരിപ്പുകുത്തിയായ പാനോവ് അപ്പൂപ്പൻ ക്രിസ്മസ് കാലത്ത് ഉണ്ണിയേശുവിന് കൊടുക്കാൻ ചെറിയ ഷൂസ് ഉണ്ടാക്കുന്നു. ഉണ്ണിയേശു വേഷം മാറി വന്ന് അദ്ദേഹത്തെ സന്ദർശിക്കുകയാണ്.,
280,ಪುಟ್ಟ ಮಕ್ಕಳು ನೀಡಿದ ಉಡುಗೊರೆ,<p><br></p>,storie_image/T6S87PTL5fnmmRvQ0I4E5UUnwYcjHfhNksW7GPQo.jpg,783935629,09:26,"[""68""]",14,1,0,2022-12-23 20:00:00,2022-12-23 14:17:07,2023-01-24 09:51:39,,,"[""ಕ್ರಿಸ್ಮಸ್"", ""ದುಡ್ಡು"", ""ಚಪ್ಪಲಿ"", ""ರಾತ್ರಿ"", ""ಶ್ರೀಮಂತ"", ""ದೇವರು"", ""ಬೇಡಿಕೊಳ್ಳು"", ""ಉಡುಗೊರೆ"", ""ಬಟ್ಟೆ"", ""ಬಡತನ""]",0,Arj2JX03p_8,"ಬಹಳಷ್ಟು ವರ್ಷಗಳ ಹಿಂದೆ

ಚಮ್ಮಾರನೊಬ್ಬ ತನ್ನ ಹೆಂಡತಿಯ

ಜೊತೆ ವಾಸವಾಗಿದ್ದ. ದಿನಾಲೂ ಮನೆಯಲ್ಲಿ

ಚಪ್ಪಲಿಗಳನ್ನು ಹೊಲಿದು, ಅದನ್ನು

ಕೊಂಡೊಯ್ದು ಮಾರಿ ದುಡ್ಡು

ಸಂಪಾದನೆ ಮಾಡುತ್ತಿದ್ದ. ಹೀಗಿರಲು

ಒಮ್ಮೆ ಚಪ್ಪಲಿ ತಯಾರಿಸಲು

ಅಗತ್ಯವಿರುವ ಪ್ರಾಣಿಚರ್ಮ ಖರೀದಿಸಲು

ಅವನ ಬಳಿ ಸಾಕಷ್ಟು ದುಡ್ಡು ಇರಲಿಲ್ಲ.

ಅವನಿಗೆ ಒಂದು ಚಪ್ಪಲಿ ಮಾತ್ರ

ಹೊಲಿಯಲು ಸಾಧ್ಯವಾಯಿತು. ಆದರೆ

ಮರುದಿನ ಬೆಳ್ಳಿಗ್ಗೆ ಬೆಲೆಬಾಳುವ ಎರಡು

ಚಪ್ಪಲಿ ಅಲ್ಲಿತ್ತು. ಅದನ್ನು ಮಾರಿ ಅವನು

ದುಡ್ಡು ಸಂಪಾದನೆ ಮಾಡಿದ.

ಮರುದಿನವೂ ಅದೇ ಪುನರಾವರ್ತನೆ

ಆಯಿತು. ಮಕ್ಕಳಿಬ್ಬರು ಆ ಘಟನೆಗೆ ಕಾರಣ

ಎಂದು ಆತನಿಗೆ ಅರಿವಾಯಿತು.

ಮಕ್ಕಳಿಬ್ಬರಿಗೂ ಚಮ್ಮಾರನು ಕ್ರಿಸ್ಮಸ್",
281,Why Did Woody Wolf Change His Mind?,<p><br></p>,storie_image/zZD2AMyISkNwLe4bIO8UQGXzQKX5Bkq0WE5eV8On.jpg,784111067,07:53,"[""38""]",1,1,0,2022-12-24 20:00:00,2022-12-24 13:37:55,2023-03-17 09:24:50,,,"[""woody wolf"", ""forest"", ""village"", ""children"", ""christmas"", ""sweet"", ""cake"", ""carol"", ""dance"", ""jingle bells"", ""EN-23"", ""EN23"", ""23""]",0,KIOyYLG2cBY,"This story tells us how the cheerful christmas celebration of children, changed the mind of 'woody wolf'.",
282,സുന്ദരക്കുട്ടനായ ഒരു മഞ്ഞുമനുഷ്യൻ,<p><br></p>,storie_image/hRYI8Kvqyvp4ugRldAFPVo5CLofdgb6lpdPhSB1X.jpg,784112551,06:32,"[""36""]",5,1,0,2022-12-24 20:00:00,2022-12-24 13:42:33,2023-08-19 07:22:54,,,"[""snowman"", ""manjumanushyan"", ""christmas"", ""snow"", ""manju"", ""stella"", ""bella"", ""cold"", ""carrot"", ""grandma"", ""ML-90"", ""ML90"", ""90""]",0,W1EEihKGZoQ,സ്റ്റെല്ല എന്ന കുട്ടിയും അനുജത്തി ബെല്ലയും ചേർന്ന് ക്രിസ്മസ് കാലത്ത് മഞ്ഞുമനുഷ്യനെ ഉണ്ടാക്കുന്ന കഥ.,
283,Tilly's Christmas,<p><br></p>,storie_image/BCmJxl5ZXSaNkl0x4xk8OGnT7FEiqpct0bfnGR1V.jpg,784215701,10:35,"[""38""]",1,1,0,2022-12-25 20:00:00,2022-12-25 11:31:48,2023-08-12 03:52:06,,,"[""Tilly"", ""Bessy"", ""Kate"", ""mittens"", ""little bird"", ""gifts"", ""purse"", ""laughed"", ""basket"", ""good"", ""kind"", ""EN-24"", ""EN24"", ""24""]",0,d3aJcScQg1o,"This story is about a cute little girl Tilly, who gets gifts from Santa Claus 
for being good, kind and gentle towards others.",
284,मोची और जादूई बौने,<p><br></p>,storie_image/c2FBvu7yi70VMcBBisRP3tZxKjFGEw2o9G2TIonO.jpg,784216196,09:57,"[""44""]",7,1,0,2022-12-25 20:00:00,2022-12-25 11:35:07,2023-05-20 23:10:45,,,"[""cobbler"", ""elves"", ""shoes"", ""leather"", ""beautiful"", ""strong"", ""customer"", ""money"", ""poor"", ""rich"", ""wife"", ""gift"", ""clothes"", ""mittens"", ""happy"", ""laughing"", ""मोची"", ""बौने"", ""जूते"", ""सुंदर"", ""मज़बूत"", ""ग्राहक"", ""तोहफ़ा"", ""कपड़े"", ""दस्ताने"", ""खुश"", ""हंसते"", ""HN-09"", ""HN09"", ""09"", ""9""]",0,IgbJ33gKRSY,मेहनती मोची को मिली दो अंजान दोस्तों से मदद। अपना भला करने वाले इन दोस्तों को मोची ने भी दिया एक प्यारा सा ईनाम।,
